column,optimal_bias
0,20.18892440129664
1,17.665308851134558
2,23.974347726539758
3,26.49796327670184
4,27.759771051782877
5,17.665308851134558
6,20.18892440129664
7,17.665308851134558
8,22.71253995145872
9,18.9271166262156
10,18.9271166262156
11,18.9271166262156
12,18.9271166262156
13,18.9271166262156
14,18.9271166262156
15,18.9271166262156
